repo_a,repo_b,choice,multiplier,reasoning,agreement,weight,vote_summary,juror,parent
protofire/solhint,openzeppelin/openzeppelin-contracts,2,11.2,"OpenZeppelin Contracts has vastly higher irreplaceability (7 contest repo dependents vs 5 for Solhint), ecosystem leverage (used by virtually all production Solidity projects as the standard library for ERC20/ERC721/access control), adoption (2.7M npm downloads/mo vs 518K, 27K stars vs 1.1K, 240 Stack Overflow questions vs 2), and uniqueness (no viable substitute with equivalent community vetting and breadth). Solhint is a linter with alternatives (e.g., Slither, Ethlint), while OpenZeppelin is the de facto standard for secure smart contract development. The 10x multiplier reflects the clear difference in criticality: OpenZeppelin is a core dependency for thousands of contracts, whereas Solhint is a quality-of-life tool.",full,1.0,deepseek: B 10x | mistral-large: B 10x | kimi-k2.6: B 15x | nemotron-v1: B 8x | llama70b: B 15x,LLM_ensemble_v7,ethereum
protofire/solhint,ethereum/eips,2,10.4,"Ethereum/eips is the canonical repository for Ethereum Improvement Proposals, which define the protocol's evolution and are irreplaceable for core development, with 13,800 stars, 1,015 contributors, and 1,118 commits in 12 months, and a jury BT rank of #8 (+1.44). In contrast, protofire/solhint is a Solidity linter with 1,119 stars and 517,658 npm downloads, but it has only 5 contest repo dependents and a jury BT rank of #45 (-0.83), and there are multiple alternative linters (e.g., Slither, Ethlint). The irreplaceability and ecosystem leverage of EIPs far exceed solhint's, justifying a 10x multiplier.",full,1.0,deepseek: B 10x | mistral-large: B 10x | nemotron-v1: B 8x | llama70b: B 10x | kimi-k2.6: B 15x,LLM_ensemble_v7,ethereum
protofire/solhint,succinctlabs/sp1,2,7.6,"SP1 has higher irreplaceability as a zkVM enabling ZK proofs for Ethereum scaling (e.g., rollups), with 1,032 commits and 110 contributors showing active development, while Solhint is a Solidity linter with 5 dependents but multiple alternatives (e.g., Slither, Mythril). SP1's adoption at critical paths is stronger via Cargo downloads (188,595/mo) and its role in ZK infrastructure, whereas Solhint's npm downloads (517,658/mo) are high but for a less critical tool. SP1's uniqueness is higher as one of few production-grade zkVMs, while Solhint faces competition. SP1 wins by 5x due to its leverage in Ethereum's ZK ecosystem outweighing Solhint's niche utility.",full,1.0,deepseek: B 5x | mistral-large: B 8x | llama70b: B 8x | kimi-k2.6: B 10x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
protofire/solhint,supranational/blst,2,9.5,"supranational/blst is a BLS12-381 signature library that underpins the entire Ethereum staking and validator ecosystem, with 8 contest repos depending on it (vs 5 for solhint), 3.99M Cargo downloads/mo (vs 517K npm for solhint), and a Jury BT rank of #16 (+0.89) vs #45 (-0.83). blst is irreplaceable as the primary high-performance BLS library for consensus clients and staking infrastructure, while solhint is a Solidity linter with multiple alternatives (e.g., Slither, Mythril). The 8x multiplier reflects blst's critical role in Ethereum's proof-of-stake consensus, far exceeding solhint's developer convenience utility.",full,1.0,deepseek: B 8x | mistral-large: B 10x | kimi-k2.6: B 15x | nemotron-v1: B 8x | llama70b: B 8x,LLM_ensemble_v7,ethereum
protofire/solhint,risc0/risc0-ethereum,2,8.9,"RISC Zero Ethereum has higher irreplaceability as a ZK verifiable computing platform with Ethereum integration, which is critical for scaling and privacy on Ethereum, while Solhint is a Solidity linter with multiple alternatives (e.g., Slither, Ethlint). RISC Zero also has much higher jury BT rank (#11 vs #45) and BT score (+1.14 vs -0.83), indicating stronger perceived importance by the jury. Although Solhint has more stars (1,119 vs 219) and npm downloads (517k/mo vs 0), and 5 contest repo dependents vs 0, these adoption metrics are outweighed by RISC Zero's unique role in advancing Ethereum's ZK ecosystem, which has no direct substitute. The 8x multiplier reflects a clear difference in criticality, consistent with jury patterns where a unique ZK platform beats a popular but replaceable developer tool.",strong,0.85,deepseek: B 8x | llama70b: A 8x | mistral-large: B 10x | kimi-k2.6: B 10x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
protofire/solhint,ethereum/consensus-specs,2,20.0,"ethereum/consensus-specs is the canonical specification for Ethereum's proof-of-stake consensus layer, defining the protocol that all consensus clients (Prysm, Lighthouse, Teku, etc.) implement — without it, the entire PoS system would lack a unified reference, making it irreplaceable (40% factor: highest). In contrast, solhint is a Solidity linter with 5 dependents among contest repos, but there are multiple alternatives (e.g., Slither, Mythril) and its absence would not break Ethereum. The jury BT rank confirms this: consensus-specs is #3 (+1.73) vs solhint #45 (-0.83). Adoption is also vastly different: consensus-specs has 3,909 stars, 221 contributors, and 635 commits/year, while solhint has 1,119 stars and 80 contributors. Uniqueness is high for consensus-specs (no substitute for the spec itself) vs solhint (many linters exist). The multiplier of 30x reflects the extreme gap between a core protocol specification and a peripheral developer tool, consistent with jury patterns where core specs beat niche tools by 20-50x.",full,1.0,deepseek: B 30x | mistral-large: B 20x | kimi-k2.6: B 30x | nemotron-v1: B 12x | llama70b: B 15x,LLM_ensemble_v7,ethereum
protofire/solhint,ethereum/execution-apis,2,11.2,"Ethereum/execution-apis defines the JSON-RPC specification that ALL execution clients implement, making it irreplaceable for Ethereum's core interface — without it, every client would diverge and break tooling. Solhint is a useful linter but has multiple alternatives (Slither, Mythril) and only 5 contest repo dependents vs execution-apis being the canonical spec. Despite similar stars (1,101 vs 1,119), execution-apis has far higher ecosystem leverage as the single standard for client communication, and its jury BT rank (#13, +1.07) vastly exceeds solhint (#45, -0.83). The 15x multiplier reflects a core infrastructure spec vs a replaceable developer tool, consistent with jury patterns where execution-apis beat libp2p by 2x and swiss-knife by 30x.",full,1.0,deepseek: B 15x | mistral-large: B 10x | nemotron-v1: B 8x | llama70b: B 15x | kimi-k2.6: B 10x,LLM_ensemble_v7,ethereum
protofire/solhint,ethers-io/ethers.js,2,8.5,"ethers-io/ethers.js has 16 contest repo dependents vs solhint's 5, 10.6M monthly npm downloads vs 518K, and 1,604 Stack Overflow questions vs 2, giving it vastly higher ecosystem leverage and adoption at critical paths. While solhint is a useful linter, ethers.js is a core library that many Ethereum dapps and tools depend on, making it far more irreplaceable and impactful.",full,1.0,deepseek: B 10x | mistral-large: B 8x | llama70b: B 10x | nemotron-v1: B 8x | kimi-k2.6: B 8x,LLM_ensemble_v7,ethereum
remix-project-org/remix-project,ethereum/go-ethereum,2,22.2,"go-ethereum has 45.4% client market share and 8 contest repos depend on it, making it irreplaceable as the dominant execution client — Ethereum would severely break without it. remix-project has 0 ecosystem dependents and is a development tool with alternatives (Hardhat, Foundry), so it scores low on irreplaceability and leverage. The 30x multiplier reflects the extreme gap between a core client with no viable substitute at scale and a peripheral IDE.",full,1.0,deepseek: B 30x | llama70b: B 20x | mistral-large: B 20x | nemotron-v1: B 15x | kimi-k2.6: B 30x,LLM_ensemble_v7,ethereum
remix-project-org/remix-project,hyperledger/besu,2,8.6,"Hyperledger Besu has 9.2% client market share as a core Ethereum execution client, making it irreplaceable for network diversity and security (only 5 major execution clients exist), while Remix IDE is a popular but replaceable development tool with 0 ecosystem dependents and multiple alternatives (Hardhat, Foundry). Besu's adoption at a critical path (executing mainnet transactions) gives it far higher technical importance, and its jury BT score (+0.77 vs -0.04) confirms this gap. The 8x multiplier reflects Besu being a core client vs a peripheral tool, consistent with jury patterns where clients beat tools by 5-10x.",full,1.0,deepseek: B 8x | mistral-large: B 8x | nemotron-v1: B 8x | llama70b: B 10x | kimi-k2.6: B 10x,LLM_ensemble_v7,ethereum
remix-project-org/remix-project,nethermindeth/nethermind,2,9.8,"Repo 2 (nethermindeth/nethermind) has 19.0% client market share as an execution client vs Repo 1 (remix-project-org/remix-project) being a standalone developer tool with 0 ecosystem dependencies. Therefore, Nethermind wins by 7.5x because irreplaceability (execution client vs IDE) and adoption at critical paths (19% market share vs 4,134/mo npm downloads) are far more critical to Ethereum's infrastructure.",full,1.0,mistral-large: B 8x | deepseek: B 10x | llama70b: B 10x | kimi-k2.6: B 15x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
remix-project-org/remix-project,sigp/lighthouse,2,14.3,"Lighthouse has 50.8% client market share and is one of only 4-5 consensus clients securing Ethereum's proof-of-stake, making it highly irreplaceable; Remix IDE has 0 ecosystem dependents and is a development tool with alternatives (Hardhat, Foundry), so Lighthouse wins by 15x on irreplaceability and adoption at critical paths.",full,1.0,deepseek: B 15x | llama70b: B 15x | mistral-large: B 15x | kimi-k2.6: B 15x | nemotron-v1: B 12x,LLM_ensemble_v7,ethereum
remix-project-org/remix-project,consensys/teku,2,10.2,"Teku is an Ethereum consensus client with 10.2% client market share, making it one of only ~5 consensus clients that secure the beacon chain — if it disappeared, Ethereum's consensus layer would lose a significant validator client, reducing client diversity and network resilience. Remix is a popular IDE for smart contract development with 2,901 stars and 2,676 commits, but it has 0 contest repo dependents and multiple alternatives (Hardhat, Foundry, Brownie), making it replaceable. Teku wins on irreplaceability (consensus client vs development tool) and adoption at critical path (10.2% market share vs 4,134 npm downloads), with an 8x multiplier reflecting the jury's pattern of ranking core consensus clients ~8x above developer tools (e.g., Vyper beat Teku by 8x, and Teku's BT score +0.31 is well above Remix's -0.04).",full,1.0,deepseek: B 8x | mistral-large: B 8x | kimi-k2.6: B 15x | nemotron-v1: B 8x | llama70b: B 15x,LLM_ensemble_v7,ethereum
remix-project-org/remix-project,argotorg/solidity,2,9.2,"Solidity is the dominant smart contract programming language for Ethereum, with 25,584 stars, 6,100 forks, and 6,667 Stack Overflow questions vs Remix's 2,901 stars, 1,306 forks, and 33 questions. While both are standalone (0 ecosystem deps), Solidity's irreplaceability is far higher: it is the primary language for Ethereum smart contracts, with no viable alternative at scale (Vyper is niche), whereas Remix IDE has alternatives like Hardhat, Foundry, and Truffle. Solidity's adoption at critical paths is massive—virtually all Ethereum dApps and DeFi protocols use it—while Remix is a development tool with only 4,134 npm downloads/month. The jury BT scores confirm this: Solidity at +1.57 (rank #5) vs Remix at -0.04 (rank #29), a clear 5x difference in perceived importance.",full,1.0,deepseek: B 5x | mistral-large: B 5x | llama70b: B 15x | kimi-k2.6: B 15x | nemotron-v1: B 12x,LLM_ensemble_v7,ethereum
remix-project-org/remix-project,vyperlang/vyper,2,11.7,"Vyper is the ONLY alternative EVM smart contract language to Solidity, making it irreplaceable for Ethereum's security and diversity — without it, Ethereum would have a single point of failure in smart contract development. Remix is a popular IDE but has many alternatives (Hardhat, Foundry, etc.) and 0 contest repos depend on it. Vyper has 1 contest repo dependent, 175k monthly PyPI downloads (vs Remix's 4k npm), and the jury ranks it #1 (BT +2.39) vs Remix at #29 (BT -0.04). Vyper wins decisively on irreplaceability and uniqueness, with a clear 8x multiplier reflecting the jury's own ranking gap.",full,1.0,deepseek: B 8x | kimi-k2.6: B 15x | llama70b: B 15x | mistral-large: B 10x | nemotron-v1: B 12x,LLM_ensemble_v7,ethereum
remix-project-org/remix-project,nomicfoundation/hardhat,2,7.4,"Hardhat has 10 contest repos depending on it (ecosystem leverage) vs 0 for Remix, 1.4M npm downloads/mo vs 4K (adoption at critical paths), and a jury BT score of +1.24 (#9) vs -0.04 (#29). While Remix IDE is a unique tool for smart contract development, Hardhat's role as a core library with massive adoption and deep integration into the Ethereum development pipeline gives it higher irreplaceability and leverage. The 5x multiplier reflects Hardhat's clear but not extreme advantage, consistent with jury calibration where similar gaps (e.g., solidity vs hardhat at 5x) are appropriate.",full,1.0,deepseek: B 5x | mistral-large: B 8x | kimi-k2.6: B 8x | nemotron-v1: B 8x | llama70b: B 10x,LLM_ensemble_v7,ethereum
remix-project-org/remix-project,foundry-rs/foundry,2,4.6,"Foundry has higher irreplaceability as the dominant smart contract development framework with 10,201 stars, 3,282 Stack Overflow questions, and 649 contributors vs Remix's 2,901 stars, 33 questions, and 308 contributors; Foundry's adoption at critical paths is far stronger with vastly more developer usage and community support, while both have 0 ecosystem dependencies making leverage equal; Foundry's uniqueness is higher as the leading Rust-based toolkit with no direct equivalent, whereas Remix has alternatives like Hardhat and Truffle; Foundry wins by 5x due to its overwhelming adoption and developer mindshare in Ethereum's smart contract development pipeline.",full,1.0,deepseek: B 5x | mistral-large: B 8x | nemotron-v1: B 4x | llama70b: B 3x | kimi-k2.6: B 5x,LLM_ensemble_v7,ethereum
remix-project-org/remix-project,openzeppelin/openzeppelin-contracts,2,9.0,"OpenZeppelin Contracts has 7 contest repos depending on it (ecosystem leverage) vs 0 for Remix, 2.7M npm downloads/mo vs 4K (adoption at critical paths), and is a core library for secure smart contract development with no direct substitute for its vetted, standardized implementations (uniqueness), while Remix is a standalone IDE with many alternatives. The jury BT score (+1.23 vs -0.04) confirms a clear gap, but both are important developer tools, not irreplaceable core infrastructure, so a 5x multiplier reflects the difference in leverage and adoption.",full,1.0,deepseek: B 5x | mistral-large: B 10x | kimi-k2.6: B 10x | nemotron-v1: B 8x | llama70b: B 15x,LLM_ensemble_v7,ethereum
remix-project-org/remix-project,ethereum/eips,2,9.6,"Ethereum EIPs is the canonical specification repository for the entire Ethereum protocol, with 13,800 stars, 1,015 contributors, and 1 contest repo depending on it, making it irreplaceable as the single source of truth for protocol upgrades and standards. Remix Project, despite 2,901 stars and 308 contributors, has 0 ecosystem dependents and is a standalone IDE tool with multiple alternatives (Hardhat, Foundry), so its irreplaceability and leverage are much lower. The jury BT score (+1.44 vs -0.04) confirms EIPs is far more critical, justifying a 10x multiplier based on the clear gap in protocol-level importance.",full,1.0,deepseek: B 10x | mistral-large: B 10x | kimi-k2.6: B 10x | llama70b: B 10x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
remix-project-org/remix-project,succinctlabs/sp1,2,6.3,"Repo 2 (succinctlabs/sp1) has 1 contest repo dependency vs Repo 1 (remix-project-org/remix-project) having 0, and SP1 provides a unique ZK virtual machine critical for Ethereum's scalability and privacy infrastructure, while Remix is a standalone developer tool with multiple alternatives (e.g., Hardhat, Foundry). The multiplier is 5x because SP1's irreplaceability (ZK primitives for rollups) and ecosystem leverage (1 dependent critical repo) outweigh Remix's broader but non-critical adoption (4,134 npm downloads/mo).",strong,0.85,deepseek: A 2x | mistral-large: B 5x | kimi-k2.6: B 5x | nemotron-v1: B 8x | llama70b: B 8x,LLM_ensemble_v7,ethereum
remix-project-org/remix-project,supranational/blst,2,13.8,"supranational/blst is a core BLS12-381 cryptographic library that underpins Ethereum's staking and validator infrastructure, with 8 contest repos depending on it (high irreplaceability and leverage), while remix-project-org/remix-project is a standalone IDE with 0 ecosystem dependents and multiple alternatives (e.g., Hardhat, Foundry). Despite remix's higher stars (2,901 vs 554), blst's Cargo downloads (3.99M/mo) and its role as a unique, high-performance BLS implementation give it far greater technical importance. The 10x multiplier reflects the jury's calibration: a critical crypto primitive with no substitute vs a popular but replaceable developer tool.",full,1.0,deepseek: B 10x | mistral-large: B 15x | kimi-k2.6: B 15x | nemotron-v1: B 15x | llama70b: B 15x,LLM_ensemble_v7,ethereum
remix-project-org/remix-project,risc0/risc0-ethereum,2,7.2,"RISC Zero Ethereum has higher irreplaceability as a zero-knowledge verifiable computing platform with Ethereum integration, which is critical for scaling Ethereum via ZK-rollups, while Remix IDE is a development tool with many alternatives (Hardhat, Foundry, etc.). RISC Zero also has a higher jury BT score (+1.14 vs -0.04) indicating greater perceived importance by the jury. Although both have 0 ecosystem dependents, RISC Zero's uniqueness in the ZK space and its role in Ethereum's future scaling outweighs Remix's higher stars (2,901 vs 219) and npm downloads (4,134/mo vs 0). Therefore RISC Zero wins by 5x.",full,1.0,deepseek: B 5x | mistral-large: B 10x | kimi-k2.6: B 5x | nemotron-v1: B 8x | llama70b: B 10x,LLM_ensemble_v7,ethereum
remix-project-org/remix-project,ethereum/consensus-specs,2,12.2,"Ethereum/consensus-specs is the canonical specification for the entire proof-of-stake consensus layer, making it irreplaceable — without it, all consensus clients (Lighthouse, Prysm, Teku, etc.) would lack a unified reference, breaking Ethereum's core functionality. Remix-project is a popular IDE but has 0 ecosystem dependents and multiple alternatives (Hardhat, Foundry, etc.), scoring low on irreplaceability and leverage. The jury BT rank confirms this: consensus-specs is #3 (+1.73) vs remix-project #29 (-0.04), a clear gap. Adoption is also stronger for consensus-specs (3,909 stars vs 2,901, and it underpins all staking infrastructure). Thus, consensus-specs wins by 10x due to vastly higher irreplaceability and ecosystem leverage.",full,1.0,deepseek: B 10x | mistral-large: B 15x | kimi-k2.6: B 15x | llama70b: B 15x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
remix-project-org/remix-project,ethereum/execution-apis,2,8.4,"Execution-apis defines the canonical JSON-RPC interface that ALL execution clients must implement, making it irreplaceable for Ethereum's core infrastructure, while Remix IDE is a popular but replaceable development tool with 0 ecosystem dependents. Execution-apis has a higher jury BT score (+1.07 vs -0.04) and is depended on by 1 contest repo, whereas Remix has 0 dependents. Although Remix has more stars (2,901 vs 1,101) and commits, execution-apis's role as the standard API specification gives it far greater technical importance, justifying a 5x multiplier.",full,1.0,deepseek: B 5x | mistral-large: B 10x | kimi-k2.6: B 10x | nemotron-v1: B 8x | llama70b: B 10x,LLM_ensemble_v7,ethereum
remix-project-org/remix-project,ethers-io/ethers.js,2,8.0,"ethers-io/ethers.js has 16 contest repos depending on it (high leverage) vs remix-project-org/remix-project has 0 (standalone), and ethers.js has 10.6M npm downloads/month vs 4K for Remix, indicating far higher adoption at critical paths; while Remix is a useful IDE, ethers.js is a core library that many other Ethereum tools and applications directly rely on, making it more irreplaceable and leveraged in the ecosystem.",full,1.0,deepseek: B 5x | llama70b: B 15x | mistral-large: B 8x | kimi-k2.6: B 8x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
safe-global/safe-smart-account,ethereum/go-ethereum,2,22.8,"go-ethereum has 45.4% client market share and 8 contest repo dependents, making it irreplaceable as the dominant execution client; safe-smart-account has 0 dependents and is a standalone smart contract account library with alternatives like Argent or Gnosis Safe (now Safe) itself, so go-ethereum wins by 30x due to vastly higher irreplaceability and ecosystem leverage.",full,1.0,deepseek: B 30x | mistral-large: B 20x | kimi-k2.6: B 30x | nemotron-v1: B 15x,LLM_ensemble_v7,ethereum
safe-global/safe-smart-account,hyperledger/besu,2,7.5,"Besu has 9.2% client market share as an core execution client, while Safe Smart Account has 0 contest repos depending on it and only 7,272 npm downloads/month. Besu wins on irreplaceability because execution clients are fundamental infrastructure without which Ethereum cannot function—if Besu disappeared, ~9.2% of Ethereum's block production would be at risk. Safe Smart Account, while useful for smart contract wallets, is a standalone tool with no ecosystem dependencies and multiple alternatives (e.g., ERC-4337 implementations). The 10x multiplier reflects a large gap: core protocol infrastructure vs. a popular but replaceable developer tool, matching jury patterns like execution-apis beating rsp by 30x and mev-boost beating ethrex by 30x.",full,1.0,kimi-k2.6: B 10x | deepseek: B 5x | mistral-large: B 8x | nemotron-v1: B 8x | llama70b: B 8x,LLM_ensemble_v7,ethereum
safe-global/safe-smart-account,nethermindeth/nethermind,2,10.8,"Nethermind is an Ethereum execution client with 19% market share, making it one of only ~5 core clients that Ethereum's L1 infrastructure depends on — its disappearance would break ~19% of the network's execution layer. Safe Smart Account is a smart contract wallet with 0 ecosystem dependents and 7,272 npm downloads, which is replaceable by other account abstraction solutions. Nethermind's irreplaceability (40% factor) is vastly higher: Ethereum cannot function without its execution clients, while Safe is a high-quality but non-critical application. Nethermind also has 2,218 commits vs 73, 242 contributors vs 70, and a higher jury BT rank (+1.10 vs +0.15). The 8x multiplier reflects the gap between a core infrastructure client (one of 5) and a popular but replaceable smart contract library.",full,1.0,deepseek: B 8x | mistral-large: B 10x | kimi-k2.6: B 15x | nemotron-v1: B 8x | llama70b: B 15x,LLM_ensemble_v7,ethereum
safe-global/safe-smart-account,sigp/lighthouse,2,14.3,"Lighthouse has 50.8% client market share as a consensus client, making it irreplaceable for Ethereum's proof-of-stake security (40% factor: without it, Ethereum would lose half its consensus nodes), while safe-smart-account is a smart contract account with 0 ecosystem dependents and 7,272 npm downloads — useful but replaceable by other account implementations. Lighthouse's 238 contributors and 547 commits/year show critical active development vs 70 contributors and 73 commits for safe-smart-account. The jury BT rank (#4 vs #25) confirms Lighthouse's vastly higher importance. Multiplier 15x reflects the gap between a core consensus client with 50% market share and a peripheral smart contract library.",full,1.0,deepseek: B 15x | mistral-large: B 15x | kimi-k2.6: B 15x | nemotron-v1: B 12x | llama70b: B 15x,LLM_ensemble_v7,ethereum
safe-global/safe-smart-account,consensys/teku,2,8.3,"Teku is one of only 5-6 consensus clients that secure Ethereum's proof-of-stake network with 10.2% market share, making it irreplaceable for client diversity and network health, while Safe Smart Account is a smart contract wallet with 0 ecosystem dependents and 7,272 npm downloads — a useful but replaceable tool. Teku's 677 commits in 12 months and 121 contributors show active core infrastructure development vs Safe's 73 commits and 70 contributors. The 8x multiplier reflects the jury-calibrated gap between a core consensus client (critical irreplaceability) and a popular but non-essential smart contract library (low irreplaceability).",full,1.0,deepseek: B 8x | mistral-large: B 8x | kimi-k2.6: B 10x | llama70b: B 8x | nemotron-v1: B 8x,LLM_ensemble_v7,ethereum
safe-global/safe-smart-account,argotorg/solidity,2,11.2,"Solidity is the primary smart contract language for Ethereum, with 25,584 stars, 6,667 Stack Overflow questions, and 820 contributors, making it irreplaceable as the dominant compiler for EVM-based development. Safe Smart Account has 2,119 stars, 11 Stack Overflow questions, and 0 ecosystem dependents, serving as a specific contract implementation with viable alternatives (e.g., Argent, Gnosis Safe alternatives). Solidity's uniqueness is high as the only widely-adopted contract language, while Safe is one of many account abstraction solutions. The multiplier of 10x reflects Solidity's foundational role in Ethereum's developer ecosystem versus Safe's narrower, replaceable utility.",full,1.0,deepseek: B 10x | kimi-k2.6: B 15x | nemotron-v1: B 8x | llama70b: B 15x | mistral-large: B 10x,LLM_ensemble_v7,ethereum
safe-global/safe-smart-account,vyperlang/vyper,2,14.2,"Vyper is the ONLY alternative EVM compiler to Solidity, making it irreplaceable for Ethereum's smart contract ecosystem — without it, developers would have zero choice in language, and Ethereum's security-focused design space would be severely constrained. Vyper has 175,179 monthly PyPI downloads vs Safe's 7,272 npm downloads, 248 contributors vs 70, and is ranked #1 by jury BT score (+2.39) vs Safe's #25 (+0.15). While Safe has 0 ecosystem dependents and is a standalone smart account implementation with alternatives (e.g., Argent, Gnosis), Vyper has 1 contest repo dependent and underpins critical DeFi protocols like Curve and Yearn. Vyper's uniqueness (no substitute) and adoption at critical paths (used in production by major protocols) give it a clear edge, justifying an 8x multiplier — consistent with the jury's own ranking where Vyper beat consensys/teku by 8x.",full,1.0,deepseek: B 8x | mistral-large: B 20x | kimi-k2.6: B 15x | nemotron-v1: B 12x | llama70b: B 20x,LLM_ensemble_v7,ethereum
safe-global/safe-smart-account,nomicfoundation/hardhat,2,9.9,"Hardhat has 10 contest repos depending on it vs Safe Smart Account's 0, giving it massive ecosystem leverage; Hardhat's 1,426,379 npm downloads/mo vs 7,272/mo shows vastly higher adoption at critical development paths; Hardhat is the de facto standard Ethereum development environment with no single substitute of equal breadth, while Safe Smart Account is a specific smart contract implementation with alternatives like Argent or Gnosis Safe; Hardhat's irreplaceability is medium (many tools exist but none match its ecosystem integration), Safe's is low; the 10x multiplier reflects Hardhat's clear dominance in leverage and adoption, consistent with jury patterns where a core dev tool beats a niche contract library by this margin.",full,1.0,deepseek: B 10x | kimi-k2.6: B 10x | nemotron-v1: B 8x | llama70b: B 15x | mistral-large: B 8x,LLM_ensemble_v7,ethereum
safe-global/safe-smart-account,foundry-rs/foundry,2,6.5,"Foundry has higher irreplaceability as the dominant smart contract development framework with 10,201 stars, 649 contributors, and 3,282 Stack Overflow questions vs Safe's 2,119 stars and 11 questions; Foundry's 1,742 commits in 12 months show intense active development compared to Safe's 73; while both have 0 ecosystem dependents, Foundry's adoption at critical paths is far greater as it's the primary toolkit for Solidity development and testing, whereas Safe is one of several smart account implementations; Foundry's uniqueness is moderate (competing with Hardhat) but Safe has more alternatives (many account abstraction wallets); Foundry wins by 5x due to its vastly superior adoption and active development making it more critical to Ethereum's developer ecosystem.",full,1.0,deepseek: B 5x | mistral-large: B 7x | nemotron-v1: B 8x | kimi-k2.6: B 5x | llama70b: B 8x,LLM_ensemble_v7,ethereum
safe-global/safe-smart-account,openzeppelin/openzeppelin-contracts,2,11.2,"OpenZeppelin Contracts has vastly higher irreplaceability and leverage: it is a core library depended on by 7 contest repos (vs 0 for Safe Smart Account), with 2.7M monthly npm downloads vs 7K, and 27K stars vs 2K. While Safe Smart Account is important for account abstraction, OpenZeppelin's smart contract standards (ERC20, ERC721) are foundational to the entire Ethereum ecosystem, making it far more critical and adopted at critical paths. The 10x multiplier reflects a clear gap in ecosystem leverage and adoption, consistent with jury calibration where a core library beats a specialized tool by this magnitude.",full,1.0,deepseek: B 10x | mistral-large: B 10x | nemotron-v1: B 12x | kimi-k2.6: B 10x | llama70b: B 15x,LLM_ensemble_v7,ethereum
safe-global/safe-smart-account,ethereum/eips,2,10.4,"Ethereum EIPs is the canonical repository for all Ethereum Improvement Proposals, which define the protocol's evolution and are irreplaceable for core development; it has 13,800 stars, 1,015 contributors, and 1,118 commits in 12 months, with 1 contest repo depending on it and a jury BT rank of #8 (+1.44). Safe Smart Account is a smart contract wallet implementation with 2,119 stars, 70 contributors, and 0 ecosystem dependents, ranking #25 (+0.15). EIPs wins decisively on irreplaceability (Ethereum's core process would break without it) and adoption (critical path usage in protocol upgrades), while Safe has viable alternatives like Argent or Gnosis. The 10x multiplier reflects the jury's precedent where EIPs beat mev-boost by 10x and swiss-knife by 30x, and aligns with the large gap between a protocol-defining standard and a single application-layer tool.",full,1.0,deepseek: B 10x | mistral-large: B 10x | kimi-k2.6: B 10x | nemotron-v1: B 8x | llama70b: B 15x,LLM_ensemble_v7,ethereum
safe-global/safe-smart-account,succinctlabs/sp1,2,6.0,"safe-global/safe-smart-account has 0 contest repos depending on it (standalone) and is a smart contract library with multiple alternatives (Gnosis Safe forks, alternative multisig solutions), while succinctlabs/sp1 has 1 contest repo depending on it and is a zkVM with 188,595 monthly Cargo downloads vs Safe's 7,272 npm downloads. SP1 wins by 5x because ecosystem leverage and irreplaceability favor a zkVM infrastructure tool that enables zero-knowledge proofs for Ethereum scaling, over a multisig wallet implementation with no downstream dependencies and viable substitutes.",full,1.0,kimi-k2.6: B 5x | deepseek: B 5x | mistral-large: B 5x | nemotron-v1: B 8x | llama70b: B 8x,LLM_ensemble_v7,ethereum
safe-global/safe-smart-account,supranational/blst,2,11.7,"supranational/blst is a core BLS12-381 cryptographic library that 8 contest repos directly depend on, making it highly irreplaceable for Ethereum's staking and validator infrastructure, while safe-global/safe-smart-account has 0 contest repo dependents and is a smart contract account implementation with multiple alternatives (e.g., Argent, Gnosis). blst's 3.99M Cargo downloads/month vs safe-smart-account's 7,272 npm downloads/month shows far greater adoption at critical paths. The jury BT scores confirm this: blst at +0.89 (rank #16) vs safe-smart-account at +0.15 (rank #25). blst wins on irreplaceability (BLS underpins all staking), leverage (8 dependents vs 0), and adoption, justifying an 8x multiplier.",full,1.0,deepseek: B 8x | mistral-large: B 10x | kimi-k2.6: B 15x | nemotron-v1: B 12x | llama70b: B 15x,LLM_ensemble_v7,ethereum
safe-global/safe-smart-account,risc0/risc0-ethereum,2,6.5,"RISC Zero Ethereum has higher irreplaceability as a ZK verifier platform enabling scalable Ethereum applications via zero-knowledge proofs, a critical path for Ethereum's rollup-centric roadmap, while Safe Smart Account is a smart contract wallet with multiple alternatives (e.g., Argent, Gnosis Safe forks). RISC Zero also has stronger adoption signals with 126 commits in 12 months vs 73, and a higher jury BT rank (#11 vs #25, BT score +1.14 vs +0.15), indicating greater perceived importance by the jury. Although both have 0 ecosystem dependents, RISC Zero's uniqueness as a general-purpose ZK execution environment for Ethereum outweighs Safe's replaceability. The 5x multiplier reflects a clear but not extreme gap, consistent with jury calibration where a 5x difference is typical for repos in different tiers of criticality.",full,1.0,deepseek: B 5x | mistral-large: B 8x | nemotron-v1: B 8x | kimi-k2.6: B 5x | llama70b: B 8x,LLM_ensemble_v7,ethereum
